nombre,categoria_maps,telefono,telefono_norm,posible_celular,whatsapp_link,email,ciudad,calificacion,sitio_web,ecommerce,fuente,url_listing
Lácteos Mayol,Tienda de alimentos naturales,02226 60-7739,+542226607739,SI,https://wa.me/542226607739,,"Guatemala 100, B7221 Gdor. Udaondo, Provincia de Buenos Aires",,https://www.facebook.com/lacteosmayol/,ERROR,GoogleMaps,https://www.google.com/maps/place/L%C3%A1cteos+Mayol/data=!4m7!3m6!1s0x95bd47a66e969f5f:0x3568d7f62546649e!8m2!3d-35.3032764!4d-58.5954976!16s%2Fg%2F11fxw5jpbp!19sChIJX5-WbqZHvZURnmRGJfbXaDU?authuser=0&hl=es-419&rclk=1
Lacteos del Sur,Mayorista,011 6667-3402,+541166673402,SI,https://wa.me/541166673402,,"9 de Julio 246, B1744 Moreno, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Lacteos+del+Sur/data=!4m7!3m6!1s0x95bc945bd0e3691f:0x9bc969639698a400!8m2!3d-34.6510916!4d-58.798022!16s%2Fg%2F11h9y5xnhd!19sChIJH2nj0FuUvJURAKSYlmNpyZs?authuser=0&hl=es-419&rclk=1
Lácteos Udaondo SRL,Tienda de alimentación,02271 40-7462,+542271407462,SI,https://wa.me/542271407462,,"RN3, B7220ACA San Miguel del Monte, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/L%C3%A1cteos+Udaondo+SRL/data=!4m7!3m6!1s0x95bd69005c0a4afb:0x7f55ff564bfe576!8m2!3d-35.4341195!4d-58.8174218!16s%2Fg%2F11lcmztn5x!19sChIJ-0oKXABpvZURduW_ZPVf9Qc?authuser=0&hl=es-419&rclk=1
Lacteos Catán,Mayorista de arroz,011 4972-8480,+541149728480,SI,https://wa.me/541149728480,,"Senguel 7601, B1759 González Catán, Provincia de Buenos Aires",,https://www.instagram.com/lacteoscatan?igsh=MWEza3VjdXM5cjgybQ==,NINGUNO,GoogleMaps,https://www.google.com/maps/place/Lacteos+Cat%C3%A1n/data=!4m7!3m6!1s0x95bcc59f7d6ec30f:0x21848d38dc6b1ea1!8m2!3d-34.7660307!4d-58.6413547!16s%2Fg%2F11flgbystd!19sChIJD8NufZ_FvJURoR5r3DiNhCE?authuser=0&hl=es-419&rclk=1
Distribuidora Lácteos Urbanos,Almacén,011 6059-1584,+541160591584,SI,https://wa.me/541160591584,,"Francisco Bilbao 3556, C1406 Cdad. Autónoma de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Distribuidora+L%C3%A1cteos+Urbanos/data=!4m7!3m6!1s0x95bcc9d6219f7adf:0x825c2cedd60df9f4!8m2!3d-34.6424448!4d-58.4707305!16s%2Fg%2F11s2s4bpbb!19sChIJ33qfIdbJvJUR9PkN1u0sXII?authuser=0&hl=es-419&rclk=1
Lacteos Udaondo SRL,Mayorista,02271 40-7462,+542271407462,SI,https://wa.me/542271407462,,"Av. Brig. Gral. Juan Manuel de Rosas 16177, B1759 González Catán, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Lacteos+Udaondo+SRL/data=!4m7!3m6!1s0x95bcc492d600bf85:0xb1419ac0163e3ef9!8m2!3d-34.778849!4d-58.6237826!16s%2Fg%2F1tfsp5bq!19sChIJhb8A1pLEvJUR-T4-FsCaQbE?authuser=0&hl=es-419&rclk=1
Distribuidora Udaondo,Mayorista,011 6211-3263,+541162113263,SI,https://wa.me/541162113263,,"Av. Brig. Gral. Juan Manuel de Rosas 10015, C1757 Gregorio de Laferrere, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Distribuidora+Udaondo/data=!4m7!3m6!1s0x95bcc42d282ee305:0x89a0dc2be0c5c431!8m2!3d-34.7274626!4d-58.6006275!16s%2Fg%2F11b7q8bkqj!19sChIJBeMuKC3EvJURMcTF4CvcoIk?authuser=0&hl=es-419&rclk=1
Listorti Distribución srl - Mayorista de Quesos y Fiambres,Mayorista,011 4541 0887,+541145410887,SI,https://wa.me/541145410887,ventas@listortidistribucion.com,"Independencia 62, B1702 Ciudadela, Provincia de Buenos Aires",,http://www.listortidistribucion.com/,NINGUNO,GoogleMaps,https://www.google.com/maps/place/Listorti+Distribuci%C3%B3n+srl+-+Mayorista+de+Quesos+y+Fiambres/data=!4m7!3m6!1s0x95a3358a30d179af:0x24db07701152c064!8m2!3d-34.6408202!4d-58.5397426!16s%2Fg%2F11s7_mv3y6!19sChIJr3nRMIo1o5URZMBSEXAH2yQ?authuser=0&hl=es-419&rclk=1
La Reina Mayorista,Mayorista,011 3414-7891,+541134147891,SI,https://wa.me/541134147891,ventas@la-reina.com.ar,"San José 425, B1663 Muñiz, Provincia de Buenos Aires",,http://www.la-reina.com.ar/,NINGUNO,GoogleMaps,https://www.google.com/maps/place/La+Reina+Mayorista/data=!4m7!3m6!1s0x95bcbd24059474f5:0x36c05b6f5025845b!8m2!3d-34.5422332!4d-58.6970336!16s%2Fg%2F11h1yvw7c7!19sChIJ9XSUBSS9vJURW4QlUG9bwDY?authuser=0&hl=es-419&rclk=1
DISTRIBUIDORA SEGUROLA,Quesería,011 3087-0181,+541130870181,SI,https://wa.me/541130870181,distribuidorasegurola@gmail.com,"Nogoyá 3040, C1417 Cdad. Autónoma de Buenos Aires",,https://www.distribuidorasegurola.com.ar/,WooCommerce,GoogleMaps,https://www.google.com/maps/place/DISTRIBUIDORA+SEGUROLA/data=!4m7!3m6!1s0x95bcb7f1e73dc98d:0xf2f13321d9ca2295!8m2!3d-34.6025903!4d-58.4911244!16s%2Fg%2F11w21bdbhs!19sChIJjck95_G3vJURlSLK2SEz8fI?authuser=0&hl=es-419&rclk=1
LÁCTEOS SAN ISIDRO.... lácteos y fiambres,Proveedor de lácteos,011 6577-5148,+541165775148,SI,https://wa.me/541165775148,,"Av. Francisco Beiró 3290, C1419HYT C1419HYT, Cdad. Autónoma de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/L%C3%81CTEOS+SAN+ISIDRO....+l%C3%A1cteos+y+fiambres/data=!4m7!3m6!1s0x95bcb721b64d865b:0xa240d3152394263b!8m2!3d-34.5982141!4d-58.4992027!16s%2Fg%2F11g4j5tnq2!19sChIJW4ZNtiG3vJUROyaUIxXTQKI?authuser=0&hl=es-419&rclk=1
Distrilac Moreno,Mayorista,011 7663-5073,+541176635073,SI,https://wa.me/541176635073,,"Francia 230 y Colectora Gaona Acc Oeste Km 37200, B1743GOF Moreno, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Distrilac+Moreno/data=!4m7!3m6!1s0x95bc944a152b39b7:0xc00d28a36c87b80f!8m2!3d-34.6345757!4d-58.7877604!16s%2Fg%2F11b7svs24c!19sChIJtzkrFUqUvJURD7iHbKMoDcA?authuser=0&hl=es-419&rclk=1
Mayorista lácteos uno,Mayorista,011 4030-5976,+541140305976,SI,https://wa.me/541140305976,,"Av. Brig. Gral. Juan Manuel de Rosas 22584, B1763 Virrey del Pino, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Mayorista+l%C3%A1cteos+uno/data=!4m7!3m6!1s0x95bcdd1ba00b9d77:0xc5889b83dc08c0b4!8m2!3d-34.839256!4d-58.6509104!16s%2Fg%2F11z61x56kf!19sChIJd50LoBvdvJURtMAI3IObiMU?authuser=0&hl=es-419&rclk=1
Mailu - Distribuidor Mayorista de Quesos y Fiambres,Quesería,011 4756-2647,+541147562647,SI,https://wa.me/541147562647,,"Vélez Sársfield 6493, B1605EPU Munro, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Mailu+-+Distribuidor+Mayorista+de+Quesos+y+Fiambres/data=!4m7!3m6!1s0x95bcb0ae0790f7b1:0xc850600ecc2862e5!8m2!3d-34.5389079!4d-58.5434888!16s%2Fg%2F1tghqrzh!19sChIJsfeQB66wvJUR5WIozA5gUMg?authuser=0&hl=es-419&rclk=1
Fabrica de Quesos lácteos Belgrano,Quesería,teléfono 3,3,NO,,,"RP29, Provincia de Buenos Aires",,http://lacteosbelgrano.com.ar/,WooCommerce,GoogleMaps,https://www.google.com/maps/place/Fabrica+de+Quesos+l%C3%A1cteos+Belgrano/data=!4m7!3m6!1s0x9597f1f4e78f05f1:0xd767617a93fd0f49!8m2!3d-35.7767864!4d-58.530882!16s%2Fg%2F11fszrmn8n!19sChIJ8QWP5_Txl5URSQ_9k3phZ9c?authuser=0&hl=es-419&rclk=1
Lácteos Vidal S.A. Fábrica de Muzzarella,Proveedor de lácteos,011 4566-1698,+541145661698,SI,https://wa.me/541145661698,,"Tinogasta 4975, C1417EJG Cdad. Autónoma de Buenos Aires",,https://www.lacteosvidal.com.ar/,NINGUNO,GoogleMaps,https://www.google.com/maps/place/L%C3%A1cteos+Vidal+S.A.+F%C3%A1brica+de+Muzzarella/data=!4m7!3m6!1s0x95bcb7d6e354bb01:0x9f51a705b88a8ed4!8m2!3d-34.6132659!4d-58.5171353!16s%2Fg%2F1td2_n56!19sChIJAbtU49a3vJUR1I6KuAWnUZ8?authuser=0&hl=es-419&rclk=1
Distribuidora De Comestibles Distri Lac,Tienda de alimentación,,,,,,"Colectora Este Ramal Escobar 1241, B1623 Ingeniero Maschwitz, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Distribuidora+De+Comestibles+Distri+Lac/data=!4m7!3m6!1s0x95bc9f88ab170179:0xfccfa2919b7b4b79!8m2!3d-34.3906238!4d-58.7430223!16s%2Fg%2F11h9xk3889!19sChIJeQEXq4ifvJUReUt7m5Giz_w?authuser=0&hl=es-419&rclk=1
Lácteos Monte Castro Ruta 8 Pilar,Proveedor mayorista de alimentos,011 7147-4107,+541171474107,SI,https://wa.me/541171474107,,"Estanislao López 683, B1629 Pilar, Provincia de Buenos Aires",,https://www.instagram.com/montecastropilar/,NINGUNO,GoogleMaps,https://www.google.com/maps/place/L%C3%A1cteos+Monte+Castro+Ruta+8+Pilar/data=!4m7!3m6!1s0x95bc9d3392c713d5:0xc534da3bcca88a8c!8m2!3d-34.4543526!4d-58.9146382!16s%2Fg%2F11tb6rqxq8!19sChIJ1RPHkjOdvJURjIqozDvaNMU?authuser=0&hl=es-419&rclk=1
Don Elsio Mayorista de Fiambres y Quesos,Mayorista,011 15-5305-4451,+54111553054451,NO,,,"Mario Bravo 676, B1870 Avellaneda, Provincia de Buenos Aires",,https://www.instagram.com/mayoristadonelsio/,NINGUNO,GoogleMaps,https://www.google.com/maps/place/Don+Elsio+Mayorista+de+Fiambres+y+Quesos/data=!4m7!3m6!1s0x95bccdde48ed4caf:0xa0dbe41e380e46fe!8m2!3d-34.6741638!4d-58.3905463!16s%2Fg%2F11pcg_3nhz!19sChIJr0ztSN7NvJUR_kYOOB7k26A?authuser=0&hl=es-419&rclk=1
Distribuidora Detó,Tienda de fiambres,011 6004-4155,+541160044155,SI,https://wa.me/541160044155,,"Av. Emilio Castro 7310, C1440 Cdad. Autónoma de Buenos Aires",,https://www.instagram.com/distribuidora.deto?igsh=eTFldmlldjV5MWk4,NINGUNO,GoogleMaps,https://www.google.com/maps/place/Distribuidora+Det%C3%B3/data=!4m7!3m6!1s0x95bcc9558c1b4e03:0x4ee082701561b236!8m2!3d-34.6543779!4d-58.5202734!16s%2Fg%2F11xnn0h4xh!19sChIJA04bjFXJvJURNrJhFXCC4E4?authuser=0&hl=es-419&rclk=1
Distribuidora Lacteos Don Torcuato,Agregar número de teléfono del lugar,teléfono 2,2,NO,,,"RP23 2355, B1611AAJ, B1611AAJ Don Torcuato, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Distribuidora+Lacteos+Don+Torcuato/data=!4m7!3m6!1s0x95bcbb6df79baaa5:0xf2e8df01ffea6c4d!8m2!3d-34.4893377!4d-58.6222063!16s%2Fg%2F11fllm_gv_!19sChIJpaqb9227vJURTWzq_wHf6PI?authuser=0&hl=es-419&rclk=1
Mayorista Lacteos,Supermercado,,,,,,"B1757FOW, Av. Brig. Gral. Juan Manuel de Rosas 9906, B9998 Gregorio de Laferrere, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Mayorista+Lacteos/data=!4m7!3m6!1s0x95bcc42d290e9145:0xf4d053067031ea08!8m2!3d-34.728346!4d-58.6004387!16s%2Fg%2F11g719n89f!19sChIJRZEOKS3EvJURCOoxcAZT0PQ?authuser=0&hl=es-419&rclk=1
Distribuidora de quesos y fiambres,Tienda de alimentación,5245-6759,52456759,NO,,,"Av. Gral. Juan Domingo Perón, B1608 Troncos del Talar, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Distribuidora+de+quesos+y+fiambres/data=!4m7!3m6!1s0x95bca5021ff9172f:0xf6afbde432e52e9e!8m2!3d-34.4453089!4d-58.5984368!16s%2Fg%2F11f29y24f9!19sChIJLxf5HwKlvJURni7lMuS9r_Y?authuser=0&hl=es-419&rclk=1
Lacteosur,Tienda de comestibles mayorista,011 4206-8757,+541142068757,SI,https://wa.me/541142068757,contacto@lacteosur.com,"Av. Bartolomé Mitre 3999, B1872GGE Avellaneda, Provincia de Buenos Aires",,http://www.lacteosur.com/,NINGUNO,GoogleMaps,https://www.google.com/maps/place/Lacteosur/data=!4m7!3m6!1s0x95a332e31df4e7cd:0xdc2789438dc43a3a!8m2!3d-34.6886776!4d-58.3381902!16s%2Fg%2F1q62mng7t!19sChIJzef0HeMyo5UROjrEjUOJJ9w?authuser=0&hl=es-419&rclk=1
Distribuidora del Puerto,Mayorista,011 7502-3634,+541175023634,SI,https://wa.me/541175023634,ventas@delpuertolacteos.com,"Av. Lope de Vega 2033, C1417 Cdad. Autónoma de Buenos Aires",,http://delpuertolacteos.com/,WooCommerce,GoogleMaps,https://www.google.com/maps/place/Distribuidora+del+Puerto/data=!4m7!3m6!1s0x95bcc91dc48cde1d:0x4b89bb9a32be9378!8m2!3d-34.621552!4d-58.5149397!16s%2Fg%2F11jcp1q3ng!19sChIJHd6MxB3JvJUReJO-Mpq7iUs?authuser=0&hl=es-419&rclk=1
Distribuidora SL,Quesería,011 5150-9303,+541151509303,SI,https://wa.me/541151509303,,"Lisandro de la Torre 1102 esq Ciudad Autónoma de Buenos Aires AR, 1408 Acassuso",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Distribuidora+SL/data=!4m7!3m6!1s0x95bcc9f26a56afb5:0xc022d855d3dd7145!8m2!3d-34.6504426!4d-58.5156849!16s%2Fg%2F11qmn1mmv3!19sChIJta9WavLJvJURRXHd01XYIsA?authuser=0&hl=es-419&rclk=1
Lactosur S.A.,Mayorista,0221 511-4829,+542215114829,SI,https://wa.me/542215114829,,"Av. 44 2132, B1908 San Carlos, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Lactosur+S.A./data=!4m7!3m6!1s0x95a2e80a80182e61:0x4cc66543fc205245!8m2!3d-34.9400342!4d-57.9871306!16s%2Fg%2F1tmqmz5w!19sChIJYS4YgAroopURRVIg_ENlxkw?authuser=0&hl=es-419&rclk=1
Lácteos Barraza,Tienda de productos lácteos,011 4568-9547,+541145689547,SI,https://wa.me/541145689547,,"Concordia 1344, C1407 Cdad. Autónoma de Buenos Aires",,https://lacteosbarraza.com.ar/home/,WooCommerce,GoogleMaps,https://www.google.com/maps/place/L%C3%A1cteos+Barraza/data=!4m7!3m6!1s0x95bcc9e84b24c85d:0x331c55dc21eb9b59!8m2!3d-34.619403!4d-58.4842762!16s%2Fg%2F1vfp9ddv!19sChIJXcgkS-jJvJURWZvrIdxVHDM?authuser=0&hl=es-419&rclk=1
Distribuidora Santa Ana,Comercio,011 4260-0614,+541142600614,SI,https://wa.me/541142600614,,"4000, B1834BGN, Av. Eva Perón 4056, B1834BGN, Temperley, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Distribuidora+Santa+Ana/data=!4m7!3m6!1s0x95a32d3d73dd64ab:0xe32b88c3501ab748!8m2!3d-34.7554498!4d-58.3499195!16s%2Fg%2F11clvrxh23!19sChIJq2Tdcz0to5URSLcaUMOIK-M?authuser=0&hl=es-419&rclk=1
Distribuidora Alimentos Dulces & Salados,Distribuidor de comestibles,011 5755-8865,+541157558865,SI,https://wa.me/541157558865,,"Yerbal 2011, B1607 Villa Adelina, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Distribuidora+Alimentos+Dulces+%26+Salados/data=!4m7!3m6!1s0x95bcb1713a4391b5:0x9a49cf512f610def!8m2!3d-34.5183643!4d-58.5416657!16s%2Fg%2F11sv_yk61p!19sChIJtZFDOnGxvJUR7w1hL1HPSZo?authuser=0&hl=es-419&rclk=1
Mayorista El Armenio,Mayorista,011 2196-4104,+541121964104,SI,https://wa.me/541121964104,,"Juan Manuel de Rosas 3292, B1678 Caseros, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Mayorista+El+Armenio/data=!4m7!3m6!1s0x95bcb84042139037:0xbd1453971d0492e7!8m2!3d-34.6123828!4d-58.5786945!16s%2Fg%2F11c3n2pvwg!19sChIJN5ATQkC4vJUR55IEHZdTFL0?authuser=0&hl=es-419&rclk=1
Distribuidora El Triángulo,Tienda de alimentación,011 4259-4147,+541142594147,SI,https://wa.me/541142594147,,"Av. Dardo Rocha 1230 1876, B1876 Bernal Oeste, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Distribuidora+El+Tri%C3%A1ngulo/data=!4m7!3m6!1s0x95a32e402b5b330b:0xcb0053cc6d6c0a5e!8m2!3d-34.7131681!4d-58.3036199!16s%2Fg%2F1v8gd6km!19sChIJCzNbK0Auo5URXgpsbcxTAMs?authuser=0&hl=es-419&rclk=1
Distribuidora Lanus,Comercio,011 4218-3519,+541142183519,SI,https://wa.me/541142183519,,"Av. Pres. Bernardino Rivadavia 1263, B1822 Valentín Alsina, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Distribuidora+Lanus/data=!4m7!3m6!1s0x95bccc97c4e1d4f3:0x8bbf8dfa5b5b4017!8m2!3d-34.6814767!4d-58.4062004!16s%2Fg%2F1hc88bdpr!19sChIJ89ThxJfMvJURF0BbW_qNv4s?authuser=0&hl=es-419&rclk=1
La Dolce EEUU,Tienda de golosinas,011 4943-1428,+541149431428,SI,https://wa.me/541149431428,,"Estados Unidos 2543, C1227ABO Cdad. Autónoma de Buenos Aires",,http://www.ladolce.com.ar/,NINGUNO,GoogleMaps,https://www.google.com/maps/place/La+Dolce+EEUU/data=!4m7!3m6!1s0x95bccae3c74c8ef7:0x2c14bd41c919ecdf!8m2!3d-34.6196785!4d-58.401433!16s%2Fg%2F1hc1jr966!19sChIJ945Mx-PKvJUR3-wZyUG9FCw?authuser=0&hl=es-419&rclk=1
Axial Distribuidora Mayorista,Mayorista de confitería,011 2250-2275,+541122502275,SI,https://wa.me/541122502275,,"Catrilo, B1752 Lomas del Mirador, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Axial+Distribuidora+Mayorista/data=!4m7!3m6!1s0x95a33314bc617961:0xb68b2d8260080a79!8m2!3d-34.6651949!4d-58.515671!16s%2Fg%2F11j9g00n8g!19sChIJYXlhvBQzo5UReQoIYIIti7Y?authuser=0&hl=es-419&rclk=1
PEIPO - El sabor del snack,Agregar categoría,011 4290-0879,+541142900879,SI,https://wa.me/541142900879,info@peipo.com.ar,"Camino de Cintura 1345, B1838 Luis Guillon, Provincia de Buenos Aires",,http://www.peipo.com.ar/,NINGUNO,GoogleMaps,https://www.google.com/maps/place/PEIPO+-+El+sabor+del+snack/data=!4m7!3m6!1s0x95bcd390d3741f91:0x5eecf6324977ca76!8m2!3d-34.8139386!4d-58.4331228!16s%2Fg%2F1tg9twpr!19sChIJkR9005DTvJURdsp3STL27F4?authuser=0&hl=es-419&rclk=1
Alpunto de Venta (Tu Mayorista de Snacks en Internet),Tienda general,011 15-5846-0501,+54111558460501,NO,,,"Blanco Encalada 100, B1642 Boulogne, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Alpunto+de+Venta+%28Tu+Mayorista+de+Snacks+en+Internet%29/data=!4m7!3m6!1s0x95bcb094b54d3e45:0x29f1ea44b3715ef1!8m2!3d-34.4934883!4d-58.5525263!16s%2Fg%2F11cst10qzk!19sChIJRT5NtZSwvJUR8V5xs0Tq8Sk?authuser=0&hl=es-419&rclk=1
Nicolas Distribuidora,Quesería,,,,,,"Av. San Martín 3134, B1824EKU Gran Buenos Aires, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Nicolas+Distribuidora/data=!4m7!3m6!1s0x95bcccff8da3964d:0xa429438921f47874!8m2!3d-34.703773!4d-58.414779!16s%2Fg%2F1thzq2fp!19sChIJTZajjf_MvJURdHj0IYlDKaQ?authuser=0&hl=es-419&rclk=1
Los 5 Hispanos,Proveedor mayorista de alimentos,011 6065-2199,+541160652199,SI,https://wa.me/541160652199,snacks@5hispanos.com,"Triunvirato 1250, B1704 Ramos Mejía, Provincia de Buenos Aires",,http://www.5hispanos.com/,NINGUNO,GoogleMaps,https://www.google.com/maps/place/Los+5+Hispanos/data=!4m7!3m6!1s0x95bcc7ead97ca105:0xe9e6964c57d329c7!8m2!3d-34.6512346!4d-58.5760327!16s%2Fg%2F1thq1xcr!19sChIJBaF82erHvJURxynTV0yW5uk?authuser=0&hl=es-419&rclk=1
El Torito - Autoservicio Mayorista de Kioscos,Mayorista,011 2251-6774,+541122516774,SI,https://wa.me/541122516774,,"O'Brien 1180, C1137ABB Cdad. Autónoma de Buenos Aires",,http://www.eltoritomayorista.com.ar/,ERROR,GoogleMaps,https://www.google.com/maps/place/El+Torito+-+Autoservicio+Mayorista+de+Kioscos/data=!4m7!3m6!1s0x95bccb3072134cdf:0x4a5f98de66bb4615!8m2!3d-34.629105!4d-58.3823918!16s%2Fg%2F11bbrpwj4m!19sChIJ30wTcjDLvJURFUa7Zt6YX0o?authuser=0&hl=es-419&rclk=1
Quento Snacks,Fábrica,0800-999-7836,+548009997836,SI,https://wa.me/548009997836,sac@quentosnacks.com,"Av. Flandes 1272, B6706 Luján, Provincia de Buenos Aires",,https://quentosnacks.com/,WooCommerce,GoogleMaps,https://www.google.com/maps/place/Quento+Snacks/data=!4m7!3m6!1s0x95bc7c720233da37:0x60e2dcdb3db40592!8m2!3d-34.59018!4d-59.1844611!16s%2Fg%2F11c1sj8yk5!19sChIJN9ozAnJ8vJURkgW0Pdvc4mA?authuser=0&hl=es-419&rclk=1
Mayorista Pasos,Mayorista,7700-0130,77000130,NO,,,"Av. Paseo Colón 1040, B1646 GCH, Provincia de Buenos Aires",,https://tienda.pasosonline.com.ar/,ERROR,GoogleMaps,https://www.google.com/maps/place/Mayorista+Pasos/data=!4m7!3m6!1s0x95bca579c0e5d8a1:0x208ed503cf564c1b!8m2!3d-34.433491!4d-58.5638606!16s%2Fg%2F1th6g0fm!19sChIJodjlwHmlvJURG0xWzwPVjiA?authuser=0&hl=es-419&rclk=1
Distribuidora Carlitos,Tienda de fiambres,011 4751-6465,+541147516465,SI,https://wa.me/541147516465,,"Misiones 6466, B1684 DNF, Provincia de Buenos Aires",,https://carlitos.com.ar/,ERROR,GoogleMaps,https://www.google.com/maps/place/Distribuidora+Carlitos/data=!4m7!3m6!1s0x95bcb856c92a8f0f:0xf11fc07affb453a6!8m2!3d-34.6054593!4d-58.5925254!16s%2Fg%2F1hc74nfm7!19sChIJD48qyVa4vJURplO0_3rAH_E?authuser=0&hl=es-419&rclk=1
Mayorista El Gringo,Autoservicio mayorista,011 2747-4646,+541127474646,SI,https://wa.me/541127474646,,"Camino de Cintura 1736, B1838 Luis Guillon, Provincia de Buenos Aires",,http://www.facebook.com/MayoristaElGringoSRL-999774716798297/,ERROR,GoogleMaps,https://www.google.com/maps/place/Mayorista+El+Gringo/data=!4m7!3m6!1s0x95bcd22472590211:0x160766299f5e6fdd!8m2!3d-34.7836493!4d-58.4559196!16s%2Fg%2F11c809xn64!19sChIJEQJZciTSvJUR3W9enylmBxY?authuser=0&hl=es-419&rclk=1
Distribuidora Adonai,Tienda de alimentación,011 3763-0156,+541137630156,SI,https://wa.me/541137630156,,"Av. La Plata, B1878 Quilmes Oeste, Provincia de Buenos Aires",,https://www.instagram.com/adonaiquilmes/,NINGUNO,GoogleMaps,https://www.google.com/maps/place/Distribuidora+Adonai/data=!4m7!3m6!1s0x95a32f66756c2ec9:0xbbedccd134717bf8!8m2!3d-34.7525853!4d-58.2616647!16s%2Fg%2F11j7w79hfp!19sChIJyS5sdWYvo5UR-HtxNNHM7bs?authuser=0&hl=es-419&rclk=1
Dietetica-Distribuidora Positiva,Tienda de frutos secos,011 3493-8193,+541134938193,SI,https://wa.me/541134938193,,"Argentina 4453, B1766 La Tablada, Provincia de Buenos Aires",,http://www.positivamarket.com.ar/,TiendaNube,GoogleMaps,https://www.google.com/maps/place/Dietetica-Distribuidora+Positiva/data=!4m7!3m6!1s0x95bcc797a7c850d5:0xacda52075780656c!8m2!3d-34.6815044!4d-58.5407867!16s%2Fg%2F11l98h3rl5!19sChIJ1VDIp5fHvJURbGWAVwdS2qw?authuser=0&hl=es-419&rclk=1
FAS Distribuidora Mayorista de Frutos Secos,Tienda de frutos secos,011 6971-2942,+541169712942,SI,https://wa.me/541169712942,,"Blandengues 1559, B1770 Aldo Bonzi, Provincia de Buenos Aires",,http://www.cerealesfas.com.ar/,ERROR,GoogleMaps,https://www.google.com/maps/place/FAS+Distribuidora+Mayorista+de+Frutos+Secos/data=!4m7!3m6!1s0x95bccf62258495f9:0xf245b64d0f28d4!8m2!3d-34.7074847!4d-58.5227595!16s%2Fg%2F11nrqlmgdz!19sChIJ-ZWEJWLPvJUR1CgPTbZF8gA?authuser=0&hl=es-419&rclk=1
La Cuarta - MAYORISTA DE GALLETITAS,Tienda de alimentación,,,,,,"Av. Blvd. de Mayo 4525, B1864 Alejandro Korn, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/La+Cuarta+-+MAYORISTA+DE+GALLETITAS/data=!4m7!3m6!1s0x95bd2cb11b3c0f93:0x2af8bc093f9eae8b!8m2!3d-34.9879707!4d-58.3798285!16s%2Fg%2F11f54rgbtc!19sChIJkw88G7EsvZURi66ePwm8-Co?authuser=0&hl=es-419&rclk=1
MAYORISTA VESPUCIO FIAMBRES QUESOS ENCURTIDOS SNACKS FIAMBRERIA,Tienda de comestibles mayorista,011 5831-0100,+541158310100,SI,https://wa.me/541158310100,,"Alvear 2878, B1653 Villa Ballester, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/MAYORISTA+VESPUCIO+FIAMBRES+QUESOS+ENCURTIDOS+SNACKS+FIAMBRERIA/data=!4m7!3m6!1s0x95bcb9730f698fcf:0x5954838ce3cfd658!8m2!3d-34.5507717!4d-58.5553423!16s%2Fg%2F11h1hvsgz1!19sChIJz49pD3O5vJURWNbP44yDVFk?authuser=0&hl=es-419&rclk=1
DEPÓSITO EL MAYORISTA,Mayorista,452-2720,4522720,NO,,info@depositoelmayorista.com.ar,"Juan Manuel Fangio 1099, M5501 Godoy Cruz, Mendoza",,https://www.depositoelmayorista.com.ar/,WooCommerce,GoogleMaps,https://www.google.com/maps/place/DEP%C3%93SITO+EL+MAYORISTA/data=!4m7!3m6!1s0x967e0bebc8ff3b2b:0xd6e9a16c58d06afc!8m2!3d-32.9402293!4d-68.8311688!16s%2Fg%2F11b76v5hpp!19sChIJKzv_yOsLfpYR_GrQWGyh6dY?authuser=0&hl=es-419&rclk=1
